transcript_id,pdf_link,location_link,location
uk_1_02032016,https://hansard.parliament.uk/pdf/commons/2016-03-02,https://hansard.parliament.uk/html/commons/2016-03-02/WestminsterHall,WestminsterHall
uk_0_03032016,https://hansard.parliament.uk/pdf/commons/2016-03-03,https://hansard.parliament.uk/html/commons/2016-03-03/CommonsChamber,CommonsChamber
uk_1_03032016,https://hansard.parliament.uk/pdf/commons/2016-03-03,https://hansard.parliament.uk/html/commons/2016-03-03/WestminsterHall,WestminsterHall
uk_0_04032016,https://hansard.parliament.uk/pdf/commons/2016-03-04,https://hansard.parliament.uk/html/commons/2016-03-04/CommonsChamber,CommonsChamber
uk_0_07032016,https://hansard.parliament.uk/pdf/commons/2016-03-07,https://hansard.parliament.uk/html/commons/2016-03-07/CommonsChamber,CommonsChamber
uk_1_07032016,https://hansard.parliament.uk/pdf/commons/2016-03-07,https://hansard.parliament.uk/html/commons/2016-03-07/WestminsterHall,WestminsterHall
uk_0_08032016,https://hansard.parliament.uk/pdf/commons/2016-03-08,https://hansard.parliament.uk/html/commons/2016-03-08/CommonsChamber,CommonsChamber
uk_1_08032016,https://hansard.parliament.uk/pdf/commons/2016-03-08,https://hansard.parliament.uk/html/commons/2016-03-08/WestminsterHall,WestminsterHall
uk_0_09032016,https://hansard.parliament.uk/pdf/commons/2016-03-09,https://hansard.parliament.uk/html/commons/2016-03-09/CommonsChamber,CommonsChamber
uk_1_09032016,https://hansard.parliament.uk/pdf/commons/2016-03-09,https://hansard.parliament.uk/html/commons/2016-03-09/WestminsterHall,WestminsterHall
uk_0_10032016,https://hansard.parliament.uk/pdf/commons/2016-03-10,https://hansard.parliament.uk/html/commons/2016-03-10/CommonsChamber,CommonsChamber
uk_1_10032016,https://hansard.parliament.uk/pdf/commons/2016-03-10,https://hansard.parliament.uk/html/commons/2016-03-10/WestminsterHall,WestminsterHall
uk_0_11032016,https://hansard.parliament.uk/pdf/commons/2016-03-11,https://hansard.parliament.uk/html/commons/2016-03-11/CommonsChamber,CommonsChamber
uk_0_14032016,https://hansard.parliament.uk/pdf/commons/2016-03-14,https://hansard.parliament.uk/html/commons/2016-03-14/CommonsChamber,CommonsChamber
uk_0_15032016,https://hansard.parliament.uk/pdf/commons/2016-03-15,https://hansard.parliament.uk/html/commons/2016-03-15/CommonsChamber,CommonsChamber
uk_1_15032016,https://hansard.parliament.uk/pdf/commons/2016-03-15,https://hansard.parliament.uk/html/commons/2016-03-15/WestminsterHall,WestminsterHall
uk_0_16032016,https://hansard.parliament.uk/pdf/commons/2016-03-16,https://hansard.parliament.uk/html/commons/2016-03-16/CommonsChamber,CommonsChamber
uk_1_16032016,https://hansard.parliament.uk/pdf/commons/2016-03-16,https://hansard.parliament.uk/html/commons/2016-03-16/WestminsterHall,WestminsterHall
uk_0_17032016,https://hansard.parliament.uk/pdf/commons/2016-03-17,https://hansard.parliament.uk/html/commons/2016-03-17/CommonsChamber,CommonsChamber
uk_1_17032016,https://hansard.parliament.uk/pdf/commons/2016-03-17,https://hansard.parliament.uk/html/commons/2016-03-17/WestminsterHall,WestminsterHall
uk_0_21032016,https://hansard.parliament.uk/pdf/commons/2016-03-21,https://hansard.parliament.uk/html/commons/2016-03-21/CommonsChamber,CommonsChamber
uk_1_21032016,https://hansard.parliament.uk/pdf/commons/2016-03-21,https://hansard.parliament.uk/html/commons/2016-03-21/WestminsterHall,WestminsterHall
uk_0_22032016,https://hansard.parliament.uk/pdf/commons/2016-03-22,https://hansard.parliament.uk/html/commons/2016-03-22/CommonsChamber,CommonsChamber
uk_1_22032016,https://hansard.parliament.uk/pdf/commons/2016-03-22,https://hansard.parliament.uk/html/commons/2016-03-22/WestminsterHall,WestminsterHall
uk_0_23032016,https://hansard.parliament.uk/pdf/commons/2016-03-23,https://hansard.parliament.uk/html/commons/2016-03-23/CommonsChamber,CommonsChamber
uk_1_23032016,https://hansard.parliament.uk/pdf/commons/2016-03-23,https://hansard.parliament.uk/html/commons/2016-03-23/WestminsterHall,WestminsterHall
uk_0_24032016,https://hansard.parliament.uk/pdf/commons/2016-03-24,https://hansard.parliament.uk/html/commons/2016-03-24/CommonsChamber,CommonsChamber
uk_1_24032016,https://hansard.parliament.uk/pdf/commons/2016-03-24,https://hansard.parliament.uk/html/commons/2016-03-24/WestminsterHall,WestminsterHall
uk_0_11042016,https://hansard.parliament.uk/pdf/commons/2016-04-11,https://hansard.parliament.uk/html/commons/2016-04-11/CommonsChamber,CommonsChamber
uk_0_12042016,https://hansard.parliament.uk/pdf/commons/2016-04-12,https://hansard.parliament.uk/html/commons/2016-04-12/CommonsChamber,CommonsChamber
uk_1_12042016,https://hansard.parliament.uk/pdf/commons/2016-04-12,https://hansard.parliament.uk/html/commons/2016-04-12/WestminsterHall,WestminsterHall
uk_0_13042016,https://hansard.parliament.uk/pdf/commons/2016-04-13,https://hansard.parliament.uk/html/commons/2016-04-13/CommonsChamber,CommonsChamber
uk_1_13042016,https://hansard.parliament.uk/pdf/commons/2016-04-13,https://hansard.parliament.uk/html/commons/2016-04-13/WestminsterHall,WestminsterHall
uk_0_14042016,https://hansard.parliament.uk/pdf/commons/2016-04-14,https://hansard.parliament.uk/html/commons/2016-04-14/CommonsChamber,CommonsChamber
uk_1_14042016,https://hansard.parliament.uk/pdf/commons/2016-04-14,https://hansard.parliament.uk/html/commons/2016-04-14/WestminsterHall,WestminsterHall
uk_0_18042016,https://hansard.parliament.uk/pdf/commons/2016-04-18,https://hansard.parliament.uk/html/commons/2016-04-18/CommonsChamber,CommonsChamber
uk_1_18042016,https://hansard.parliament.uk/pdf/commons/2016-04-18,https://hansard.parliament.uk/html/commons/2016-04-18/WestminsterHall,WestminsterHall
uk_0_19042016,https://hansard.parliament.uk/pdf/commons/2016-04-19,https://hansard.parliament.uk/html/commons/2016-04-19/CommonsChamber,CommonsChamber
uk_1_19042016,https://hansard.parliament.uk/pdf/commons/2016-04-19,https://hansard.parliament.uk/html/commons/2016-04-19/WestminsterHall,WestminsterHall
uk_0_20042016,https://hansard.parliament.uk/pdf/commons/2016-04-20,https://hansard.parliament.uk/html/commons/2016-04-20/CommonsChamber,CommonsChamber
uk_1_20042016,https://hansard.parliament.uk/pdf/commons/2016-04-20,https://hansard.parliament.uk/html/commons/2016-04-20/WestminsterHall,WestminsterHall
uk_0_21042016,https://hansard.parliament.uk/pdf/commons/2016-04-21,https://hansard.parliament.uk/html/commons/2016-04-21/CommonsChamber,CommonsChamber
uk_1_21042016,https://hansard.parliament.uk/pdf/commons/2016-04-21,https://hansard.parliament.uk/html/commons/2016-04-21/WestminsterHall,WestminsterHall
uk_0_25042016,https://hansard.parliament.uk/pdf/commons/2016-04-25,https://hansard.parliament.uk/html/commons/2016-04-25/CommonsChamber,CommonsChamber
uk_1_25042016,https://hansard.parliament.uk/pdf/commons/2016-04-25,https://hansard.parliament.uk/html/commons/2016-04-25/WestminsterHall,WestminsterHall
uk_0_26042016,https://hansard.parliament.uk/pdf/commons/2016-04-26,https://hansard.parliament.uk/html/commons/2016-04-26/CommonsChamber,CommonsChamber
uk_1_26042016,https://hansard.parliament.uk/pdf/commons/2016-04-26,https://hansard.parliament.uk/html/commons/2016-04-26/WestminsterHall,WestminsterHall
uk_0_27042016,https://hansard.parliament.uk/pdf/commons/2016-04-27,https://hansard.parliament.uk/html/commons/2016-04-27/CommonsChamber,CommonsChamber
uk_1_27042016,https://hansard.parliament.uk/pdf/commons/2016-04-27,https://hansard.parliament.uk/html/commons/2016-04-27/WestminsterHall,WestminsterHall
uk_0_28042016,https://hansard.parliament.uk/pdf/commons/2016-04-28,https://hansard.parliament.uk/html/commons/2016-04-28/CommonsChamber,CommonsChamber
uk_1_28042016,https://hansard.parliament.uk/pdf/commons/2016-04-28,https://hansard.parliament.uk/html/commons/2016-04-28/WestminsterHall,WestminsterHall
uk_0_03052016,https://hansard.parliament.uk/pdf/commons/2016-05-03,https://hansard.parliament.uk/html/commons/2016-05-03/CommonsChamber,CommonsChamber
uk_1_03052016,https://hansard.parliament.uk/pdf/commons/2016-05-03,https://hansard.parliament.uk/html/commons/2016-05-03/WestminsterHall,WestminsterHall
uk_0_04052016,https://hansard.parliament.uk/pdf/commons/2016-05-04,https://hansard.parliament.uk/html/commons/2016-05-04/CommonsChamber,CommonsChamber
uk_1_04052016,https://hansard.parliament.uk/pdf/commons/2016-05-04,https://hansard.parliament.uk/html/commons/2016-05-04/WestminsterHall,WestminsterHall
uk_0_05052016,https://hansard.parliament.uk/pdf/commons/2016-05-05,https://hansard.parliament.uk/html/commons/2016-05-05/CommonsChamber,CommonsChamber
uk_1_05052016,https://hansard.parliament.uk/pdf/commons/2016-05-05,https://hansard.parliament.uk/html/commons/2016-05-05/WestminsterHall,WestminsterHall
uk_0_09052016,https://hansard.parliament.uk/pdf/commons/2016-05-09,https://hansard.parliament.uk/html/commons/2016-05-09/CommonsChamber,CommonsChamber
uk_1_09052016,https://hansard.parliament.uk/pdf/commons/2016-05-09,https://hansard.parliament.uk/html/commons/2016-05-09/WestminsterHall,WestminsterHall
uk_0_10052016,https://hansard.parliament.uk/pdf/commons/2016-05-10,https://hansard.parliament.uk/html/commons/2016-05-10/CommonsChamber,CommonsChamber
uk_1_10052016,https://hansard.parliament.uk/pdf/commons/2016-05-10,https://hansard.parliament.uk/html/commons/2016-05-10/WestminsterHall,WestminsterHall
uk_0_11052016,https://hansard.parliament.uk/pdf/commons/2016-05-11,https://hansard.parliament.uk/html/commons/2016-05-11/CommonsChamber,CommonsChamber
uk_1_11052016,https://hansard.parliament.uk/pdf/commons/2016-05-11,https://hansard.parliament.uk/html/commons/2016-05-11/WestminsterHall,WestminsterHall
uk_0_12052016,https://hansard.parliament.uk/pdf/commons/2016-05-12,https://hansard.parliament.uk/html/commons/2016-05-12/CommonsChamber,CommonsChamber
uk_0_18052016,https://hansard.parliament.uk/pdf/commons/2016-05-18,https://hansard.parliament.uk/html/commons/2016-05-18/CommonsChamber,CommonsChamber
uk_0_19052016,https://hansard.parliament.uk/pdf/commons/2016-05-19,https://hansard.parliament.uk/html/commons/2016-05-19/CommonsChamber,CommonsChamber
uk_0_23052016,https://hansard.parliament.uk/pdf/commons/2016-05-23,https://hansard.parliament.uk/html/commons/2016-05-23/CommonsChamber,CommonsChamber
uk_0_24052016,https://hansard.parliament.uk/pdf/commons/2016-05-24,https://hansard.parliament.uk/html/commons/2016-05-24/CommonsChamber,CommonsChamber
uk_0_25052016,https://hansard.parliament.uk/pdf/commons/2016-05-25,https://hansard.parliament.uk/html/commons/2016-05-25/CommonsChamber,CommonsChamber
uk_0_26052016,https://hansard.parliament.uk/pdf/commons/2016-05-26,https://hansard.parliament.uk/html/commons/2016-05-26/CommonsChamber,CommonsChamber
uk_0_06062016,https://hansard.parliament.uk/pdf/commons/2016-06-06,https://hansard.parliament.uk/html/commons/2016-06-06/CommonsChamber,CommonsChamber
uk_1_06062016,https://hansard.parliament.uk/pdf/commons/2016-06-06,https://hansard.parliament.uk/html/commons/2016-06-06/WestminsterHall,WestminsterHall
uk_0_07062016,https://hansard.parliament.uk/pdf/commons/2016-06-07,https://hansard.parliament.uk/html/commons/2016-06-07/CommonsChamber,CommonsChamber
uk_1_07062016,https://hansard.parliament.uk/pdf/commons/2016-06-07,https://hansard.parliament.uk/html/commons/2016-06-07/WestminsterHall,WestminsterHall
uk_0_08062016,https://hansard.parliament.uk/pdf/commons/2016-06-08,https://hansard.parliament.uk/html/commons/2016-06-08/CommonsChamber,CommonsChamber
uk_1_08062016,https://hansard.parliament.uk/pdf/commons/2016-06-08,https://hansard.parliament.uk/html/commons/2016-06-08/WestminsterHall,WestminsterHall
uk_0_09062016,https://hansard.parliament.uk/pdf/commons/2016-06-09,https://hansard.parliament.uk/html/commons/2016-06-09/CommonsChamber,CommonsChamber
uk_1_09062016,https://hansard.parliament.uk/pdf/commons/2016-06-09,https://hansard.parliament.uk/html/commons/2016-06-09/WestminsterHall,WestminsterHall
uk_0_13062016,https://hansard.parliament.uk/pdf/commons/2016-06-13,https://hansard.parliament.uk/html/commons/2016-06-13/CommonsChamber,CommonsChamber
uk_1_13062016,https://hansard.parliament.uk/pdf/commons/2016-06-13,https://hansard.parliament.uk/html/commons/2016-06-13/WestminsterHall,WestminsterHall
uk_0_14062016,https://hansard.parliament.uk/pdf/commons/2016-06-14,https://hansard.parliament.uk/html/commons/2016-06-14/CommonsChamber,CommonsChamber
uk_1_14062016,https://hansard.parliament.uk/pdf/commons/2016-06-14,https://hansard.parliament.uk/html/commons/2016-06-14/WestminsterHall,WestminsterHall
uk_0_15062016,https://hansard.parliament.uk/pdf/commons/2016-06-15,https://hansard.parliament.uk/html/commons/2016-06-15/CommonsChamber,CommonsChamber
uk_1_15062016,https://hansard.parliament.uk/pdf/commons/2016-06-15,https://hansard.parliament.uk/html/commons/2016-06-15/WestminsterHall,WestminsterHall
uk_0_20062016,https://hansard.parliament.uk/pdf/commons/2016-06-20,https://hansard.parliament.uk/html/commons/2016-06-20/CommonsChamber,CommonsChamber
uk_0_27062016,https://hansard.parliament.uk/pdf/commons/2016-06-27,https://hansard.parliament.uk/html/commons/2016-06-27/CommonsChamber,CommonsChamber
uk_0_28062016,https://hansard.parliament.uk/pdf/commons/2016-06-28,https://hansard.parliament.uk/html/commons/2016-06-28/CommonsChamber,CommonsChamber
uk_1_28062016,https://hansard.parliament.uk/pdf/commons/2016-06-28,https://hansard.parliament.uk/html/commons/2016-06-28/WestminsterHall,WestminsterHall
uk_0_29062016,https://hansard.parliament.uk/pdf/commons/2016-06-29,https://hansard.parliament.uk/html/commons/2016-06-29/CommonsChamber,CommonsChamber
uk_1_29062016,https://hansard.parliament.uk/pdf/commons/2016-06-29,https://hansard.parliament.uk/html/commons/2016-06-29/WestminsterHall,WestminsterHall
uk_0_30062016,https://hansard.parliament.uk/pdf/commons/2016-06-30,https://hansard.parliament.uk/html/commons/2016-06-30/CommonsChamber,CommonsChamber
uk_1_30062016,https://hansard.parliament.uk/pdf/commons/2016-06-30,https://hansard.parliament.uk/html/commons/2016-06-30/WestminsterHall,WestminsterHall
uk_0_04072016,https://hansard.parliament.uk/pdf/commons/2016-07-04,https://hansard.parliament.uk/html/commons/2016-07-04/CommonsChamber,CommonsChamber
uk_1_04072016,https://hansard.parliament.uk/pdf/commons/2016-07-04,https://hansard.parliament.uk/html/commons/2016-07-04/WestminsterHall,WestminsterHall
uk_0_05072016,https://hansard.parliament.uk/pdf/commons/2016-07-05,https://hansard.parliament.uk/html/commons/2016-07-05/CommonsChamber,CommonsChamber
uk_1_05072016,https://hansard.parliament.uk/pdf/commons/2016-07-05,https://hansard.parliament.uk/html/commons/2016-07-05/WestminsterHall,WestminsterHall
uk_0_06072016,https://hansard.parliament.uk/pdf/commons/2016-07-06,https://hansard.parliament.uk/html/commons/2016-07-06/CommonsChamber,CommonsChamber
uk_1_06072016,https://hansard.parliament.uk/pdf/commons/2016-07-06,https://hansard.parliament.uk/html/commons/2016-07-06/WestminsterHall,WestminsterHall
uk_0_07072016,https://hansard.parliament.uk/pdf/commons/2016-07-07,https://hansard.parliament.uk/html/commons/2016-07-07/CommonsChamber,CommonsChamber
uk_1_07072016,https://hansard.parliament.uk/pdf/commons/2016-07-07,https://hansard.parliament.uk/html/commons/2016-07-07/WestminsterHall,WestminsterHall
uk_0_11072016,https://hansard.parliament.uk/pdf/commons/2016-07-11,https://hansard.parliament.uk/html/commons/2016-07-11/CommonsChamber,CommonsChamber
uk_1_11072016,https://hansard.parliament.uk/pdf/commons/2016-07-11,https://hansard.parliament.uk/html/commons/2016-07-11/WestminsterHall,WestminsterHall
uk_0_12072016,https://hansard.parliament.uk/pdf/commons/2016-07-12,https://hansard.parliament.uk/html/commons/2016-07-12/CommonsChamber,CommonsChamber
uk_1_12072016,https://hansard.parliament.uk/pdf/commons/2016-07-12,https://hansard.parliament.uk/html/commons/2016-07-12/WestminsterHall,WestminsterHall
uk_0_13072016,https://hansard.parliament.uk/pdf/commons/2016-07-13,https://hansard.parliament.uk/html/commons/2016-07-13/CommonsChamber,CommonsChamber
uk_1_13072016,https://hansard.parliament.uk/pdf/commons/2016-07-13,https://hansard.parliament.uk/html/commons/2016-07-13/WestminsterHall,WestminsterHall
uk_0_14072016,https://hansard.parliament.uk/pdf/commons/2016-07-14,https://hansard.parliament.uk/html/commons/2016-07-14/CommonsChamber,CommonsChamber
uk_1_14072016,https://hansard.parliament.uk/pdf/commons/2016-07-14,https://hansard.parliament.uk/html/commons/2016-07-14/WestminsterHall,WestminsterHall
uk_0_18072016,https://hansard.parliament.uk/pdf/commons/2016-07-18,https://hansard.parliament.uk/html/commons/2016-07-18/CommonsChamber,CommonsChamber
uk_1_18072016,https://hansard.parliament.uk/pdf/commons/2016-07-18,https://hansard.parliament.uk/html/commons/2016-07-18/WestminsterHall,WestminsterHall
uk_0_19072016,https://hansard.parliament.uk/pdf/commons/2016-07-19,https://hansard.parliament.uk/html/commons/2016-07-19/CommonsChamber,CommonsChamber
uk_1_19072016,https://hansard.parliament.uk/pdf/commons/2016-07-19,https://hansard.parliament.uk/html/commons/2016-07-19/WestminsterHall,WestminsterHall
uk_0_20072016,https://hansard.parliament.uk/pdf/commons/2016-07-20,https://hansard.parliament.uk/html/commons/2016-07-20/CommonsChamber,CommonsChamber
uk_1_20072016,https://hansard.parliament.uk/pdf/commons/2016-07-20,https://hansard.parliament.uk/html/commons/2016-07-20/WestminsterHall,WestminsterHall
uk_0_21072016,https://hansard.parliament.uk/pdf/commons/2016-07-21,https://hansard.parliament.uk/html/commons/2016-07-21/CommonsChamber,CommonsChamber
uk_1_21072016,https://hansard.parliament.uk/pdf/commons/2016-07-21,https://hansard.parliament.uk/html/commons/2016-07-21/WestminsterHall,WestminsterHall
uk_0_05092016,https://hansard.parliament.uk/pdf/commons/2016-09-05,https://hansard.parliament.uk/html/commons/2016-09-05/CommonsChamber,CommonsChamber
uk_1_05092016,https://hansard.parliament.uk/pdf/commons/2016-09-05,https://hansard.parliament.uk/html/commons/2016-09-05/WestminsterHall,WestminsterHall
uk_0_06092016,https://hansard.parliament.uk/pdf/commons/2016-09-06,https://hansard.parliament.uk/html/commons/2016-09-06/CommonsChamber,CommonsChamber
uk_1_06092016,https://hansard.parliament.uk/pdf/commons/2016-09-06,https://hansard.parliament.uk/html/commons/2016-09-06/WestminsterHall,WestminsterHall
uk_0_07092016,https://hansard.parliament.uk/pdf/commons/2016-09-07,https://hansard.parliament.uk/html/commons/2016-09-07/CommonsChamber,CommonsChamber
uk_1_07092016,https://hansard.parliament.uk/pdf/commons/2016-09-07,https://hansard.parliament.uk/html/commons/2016-09-07/WestminsterHall,WestminsterHall
uk_0_08092016,https://hansard.parliament.uk/pdf/commons/2016-09-08,https://hansard.parliament.uk/html/commons/2016-09-08/CommonsChamber,CommonsChamber
uk_1_08092016,https://hansard.parliament.uk/pdf/commons/2016-09-08,https://hansard.parliament.uk/html/commons/2016-09-08/WestminsterHall,WestminsterHall
uk_0_12092016,https://hansard.parliament.uk/pdf/commons/2016-09-12,https://hansard.parliament.uk/html/commons/2016-09-12/CommonsChamber,CommonsChamber
uk_1_12092016,https://hansard.parliament.uk/pdf/commons/2016-09-12,https://hansard.parliament.uk/html/commons/2016-09-12/WestminsterHall,WestminsterHall
uk_0_13092016,https://hansard.parliament.uk/pdf/commons/2016-09-13,https://hansard.parliament.uk/html/commons/2016-09-13/CommonsChamber,CommonsChamber
uk_1_13092016,https://hansard.parliament.uk/pdf/commons/2016-09-13,https://hansard.parliament.uk/html/commons/2016-09-13/WestminsterHall,WestminsterHall
uk_0_14092016,https://hansard.parliament.uk/pdf/commons/2016-09-14,https://hansard.parliament.uk/html/commons/2016-09-14/CommonsChamber,CommonsChamber
uk_1_14092016,https://hansard.parliament.uk/pdf/commons/2016-09-14,https://hansard.parliament.uk/html/commons/2016-09-14/WestminsterHall,WestminsterHall
uk_0_15092016,https://hansard.parliament.uk/pdf/commons/2016-09-15,https://hansard.parliament.uk/html/commons/2016-09-15/CommonsChamber,CommonsChamber
uk_1_15092016,https://hansard.parliament.uk/pdf/commons/2016-09-15,https://hansard.parliament.uk/html/commons/2016-09-15/WestminsterHall,WestminsterHall
uk_0_10102016,https://hansard.parliament.uk/pdf/commons/2016-10-10,https://hansard.parliament.uk/html/commons/2016-10-10/CommonsChamber,CommonsChamber
uk_0_11102016,https://hansard.parliament.uk/pdf/commons/2016-10-11,https://hansard.parliament.uk/html/commons/2016-10-11/CommonsChamber,CommonsChamber
uk_1_11102016,https://hansard.parliament.uk/pdf/commons/2016-10-11,https://hansard.parliament.uk/html/commons/2016-10-11/WestminsterHall,WestminsterHall
uk_0_12102016,https://hansard.parliament.uk/pdf/commons/2016-10-12,https://hansard.parliament.uk/html/commons/2016-10-12/CommonsChamber,CommonsChamber
uk_1_12102016,https://hansard.parliament.uk/pdf/commons/2016-10-12,https://hansard.parliament.uk/html/commons/2016-10-12/WestminsterHall,WestminsterHall
uk_0_13102016,https://hansard.parliament.uk/pdf/commons/2016-10-13,https://hansard.parliament.uk/html/commons/2016-10-13/CommonsChamber,CommonsChamber
uk_1_13102016,https://hansard.parliament.uk/pdf/commons/2016-10-13,https://hansard.parliament.uk/html/commons/2016-10-13/WestminsterHall,WestminsterHall
uk_0_17102016,https://hansard.parliament.uk/pdf/commons/2016-10-17,https://hansard.parliament.uk/html/commons/2016-10-17/CommonsChamber,CommonsChamber
uk_1_17102016,https://hansard.parliament.uk/pdf/commons/2016-10-17,https://hansard.parliament.uk/html/commons/2016-10-17/WestminsterHall,WestminsterHall
uk_0_18102016,https://hansard.parliament.uk/pdf/commons/2016-10-18,https://hansard.parliament.uk/html/commons/2016-10-18/CommonsChamber,CommonsChamber
uk_1_18102016,https://hansard.parliament.uk/pdf/commons/2016-10-18,https://hansard.parliament.uk/html/commons/2016-10-18/WestminsterHall,WestminsterHall
uk_0_19102016,https://hansard.parliament.uk/pdf/commons/2016-10-19,https://hansard.parliament.uk/html/commons/2016-10-19/CommonsChamber,CommonsChamber
uk_1_19102016,https://hansard.parliament.uk/pdf/commons/2016-10-19,https://hansard.parliament.uk/html/commons/2016-10-19/WestminsterHall,WestminsterHall
uk_0_20102016,https://hansard.parliament.uk/pdf/commons/2016-10-20,https://hansard.parliament.uk/html/commons/2016-10-20/CommonsChamber,CommonsChamber
uk_1_20102016,https://hansard.parliament.uk/pdf/commons/2016-10-20,https://hansard.parliament.uk/html/commons/2016-10-20/WestminsterHall,WestminsterHall
uk_0_21102016,https://hansard.parliament.uk/pdf/commons/2016-10-21,https://hansard.parliament.uk/html/commons/2016-10-21/CommonsChamber,CommonsChamber
uk_0_24102016,https://hansard.parliament.uk/pdf/commons/2016-10-24,https://hansard.parliament.uk/html/commons/2016-10-24/CommonsChamber,CommonsChamber
uk_1_24102016,https://hansard.parliament.uk/pdf/commons/2016-10-24,https://hansard.parliament.uk/html/commons/2016-10-24/WestminsterHall,WestminsterHall
uk_0_25102016,https://hansard.parliament.uk/pdf/commons/2016-10-25,https://hansard.parliament.uk/html/commons/2016-10-25/CommonsChamber,CommonsChamber
uk_1_25102016,https://hansard.parliament.uk/pdf/commons/2016-10-25,https://hansard.parliament.uk/html/commons/2016-10-25/WestminsterHall,WestminsterHall
uk_0_26102016,https://hansard.parliament.uk/pdf/commons/2016-10-26,https://hansard.parliament.uk/html/commons/2016-10-26/CommonsChamber,CommonsChamber
uk_1_26102016,https://hansard.parliament.uk/pdf/commons/2016-10-26,https://hansard.parliament.uk/html/commons/2016-10-26/WestminsterHall,WestminsterHall
uk_0_27102016,https://hansard.parliament.uk/pdf/commons/2016-10-27,https://hansard.parliament.uk/html/commons/2016-10-27/CommonsChamber,CommonsChamber
uk_1_27102016,https://hansard.parliament.uk/pdf/commons/2016-10-27,https://hansard.parliament.uk/html/commons/2016-10-27/WestminsterHall,WestminsterHall
uk_0_28102016,https://hansard.parliament.uk/pdf/commons/2016-10-28,https://hansard.parliament.uk/html/commons/2016-10-28/CommonsChamber,CommonsChamber
uk_0_31102016,https://hansard.parliament.uk/pdf/commons/2016-10-31,https://hansard.parliament.uk/html/commons/2016-10-31/CommonsChamber,CommonsChamber
uk_1_31102016,https://hansard.parliament.uk/pdf/commons/2016-10-31,https://hansard.parliament.uk/html/commons/2016-10-31/WestminsterHall,WestminsterHall
uk_0_01112016,https://hansard.parliament.uk/pdf/commons/2016-11-01,https://hansard.parliament.uk/html/commons/2016-11-01/CommonsChamber,CommonsChamber
uk_1_01112016,https://hansard.parliament.uk/pdf/commons/2016-11-01,https://hansard.parliament.uk/html/commons/2016-11-01/WestminsterHall,WestminsterHall
uk_0_02112016,https://hansard.parliament.uk/pdf/commons/2016-11-02,https://hansard.parliament.uk/html/commons/2016-11-02/CommonsChamber,CommonsChamber
uk_1_02112016,https://hansard.parliament.uk/pdf/commons/2016-11-02,https://hansard.parliament.uk/html/commons/2016-11-02/WestminsterHall,WestminsterHall
uk_0_03112016,https://hansard.parliament.uk/pdf/commons/2016-11-03,https://hansard.parliament.uk/html/commons/2016-11-03/CommonsChamber,CommonsChamber
uk_1_03112016,https://hansard.parliament.uk/pdf/commons/2016-11-03,https://hansard.parliament.uk/html/commons/2016-11-03/WestminsterHall,WestminsterHall
uk_0_04112016,https://hansard.parliament.uk/pdf/commons/2016-11-04,https://hansard.parliament.uk/html/commons/2016-11-04/CommonsChamber,CommonsChamber
uk_0_07112016,https://hansard.parliament.uk/pdf/commons/2016-11-07,https://hansard.parliament.uk/html/commons/2016-11-07/CommonsChamber,CommonsChamber
uk_0_08112016,https://hansard.parliament.uk/pdf/commons/2016-11-08,https://hansard.parliament.uk/html/commons/2016-11-08/CommonsChamber,CommonsChamber
uk_1_08112016,https://hansard.parliament.uk/pdf/commons/2016-11-08,https://hansard.parliament.uk/html/commons/2016-11-08/WestminsterHall,WestminsterHall
uk_0_14112016,https://hansard.parliament.uk/pdf/commons/2016-11-14,https://hansard.parliament.uk/html/commons/2016-11-14/CommonsChamber,CommonsChamber
uk_1_14112016,https://hansard.parliament.uk/pdf/commons/2016-11-14,https://hansard.parliament.uk/html/commons/2016-11-14/WestminsterHall,WestminsterHall
uk_0_15112016,https://hansard.parliament.uk/pdf/commons/2016-11-15,https://hansard.parliament.uk/html/commons/2016-11-15/CommonsChamber,CommonsChamber
uk_1_15112016,https://hansard.parliament.uk/pdf/commons/2016-11-15,https://hansard.parliament.uk/html/commons/2016-11-15/WestminsterHall,WestminsterHall
uk_0_16112016,https://hansard.parliament.uk/pdf/commons/2016-11-16,https://hansard.parliament.uk/html/commons/2016-11-16/CommonsChamber,CommonsChamber
uk_1_16112016,https://hansard.parliament.uk/pdf/commons/2016-11-16,https://hansard.parliament.uk/html/commons/2016-11-16/WestminsterHall,WestminsterHall
uk_0_17112016,https://hansard.parliament.uk/pdf/commons/2016-11-17,https://hansard.parliament.uk/html/commons/2016-11-17/CommonsChamber,CommonsChamber
uk_1_17112016,https://hansard.parliament.uk/pdf/commons/2016-11-17,https://hansard.parliament.uk/html/commons/2016-11-17/WestminsterHall,WestminsterHall
uk_0_18112016,https://hansard.parliament.uk/pdf/commons/2016-11-18,https://hansard.parliament.uk/html/commons/2016-11-18/CommonsChamber,CommonsChamber
uk_0_21112016,https://hansard.parliament.uk/pdf/commons/2016-11-21,https://hansard.parliament.uk/html/commons/2016-11-21/CommonsChamber,CommonsChamber
uk_1_21112016,https://hansard.parliament.uk/pdf/commons/2016-11-21,https://hansard.parliament.uk/html/commons/2016-11-21/WestminsterHall,WestminsterHall
uk_0_22112016,https://hansard.parliament.uk/pdf/commons/2016-11-22,https://hansard.parliament.uk/html/commons/2016-11-22/CommonsChamber,CommonsChamber
