video_id,generic_video_link,html_link,pdf_link,date,legislation,sitting_number,streaming_url
19_141,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-141-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1401997,https://www.senato.it/service/PDF/PDFServer/BGT/1401997.pdf,2023-12-22,19,141,"https://senato-vod.morescreens.com/vod_hls/20231222_1000_aula_seduta_141_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_65857faabc44e2.73322761&video_id=24857&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
18_104,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-104-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1106877,https://www.senato.it/service/PDF/PDFServer/BGT/1106877.pdf,2019-03-28,18,104,https://senato-vod.morescreens.com/vod_hls/355693053_20190328_0930_aula_seduta_104.mp4/playlist.m3u8?id=355693053&video_id=12435&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_651,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-651,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=981960,https://www.senato.it/service/PDF/PDFServer/BGT/981960.pdf,2016-06-30,17,651,https://senato-vod.morescreens.com/vod_hls/1665618189_20160630_0930_aula_seduta_651.mp4/playlist.m3u8?id=1665618189&video_id=5013&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
19_140,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-140-1,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1401969,https://www.senato.it/service/PDF/PDFServer/BGT/1401969.pdf,2023-12-21,19,140,"https://senato-vod.morescreens.com/vod_hls/20231221_1000_aula_seduta_140_1080p_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_65847f32f3b462.96573842&video_id=24855&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
17_455,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-455,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=917267,https://www.senato.it/service/PDF/PDFServer/BGT/917267.pdf,2015-05-21,17,455,"https://senato-vod.morescreens.com/vod_hls/seduta_455_20150521_,100k,300k,600k,.mp4.urlset/playlist.m3u8?id=&video_id=3295&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
18_103,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-103-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1106786,https://www.senato.it/service/PDF/PDFServer/BGT/1106786.pdf,2019-03-27,18,103,https://senato-vod.morescreens.com/vod_hls/1247341669_20190327_0930_aula_seduta_103.mp4/playlist.m3u8?id=1247341669&video_id=12432&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_650,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-650,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=981918,https://www.senato.it/service/PDF/PDFServer/BGT/981918.pdf,2016-06-29,17,650,https://senato-vod.morescreens.com/vod_hls/1834134816_20160629_1630_aula_seduta_650.mp4/playlist.m3u8?id=1834134816&video_id=5007&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
19_139,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-139-1,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1401940,https://www.senato.it/service/PDF/PDFServer/BGT/1401940.pdf,2023-12-20,19,139,"https://senato-vod.morescreens.com/vod_hls/20231220_1000_aula_seduta_139_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_658348080d15d5.56697845&video_id=24845&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
17_454,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-454,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=916042,https://www.senato.it/service/PDF/PDFServer/BGT/916042.pdf,2015-05-20,17,454,"https://senato-vod.morescreens.com/vod_hls/seduta_454_20150520_,100k,300k,300k,.mp4.urlset/playlist.m3u8?id=&video_id=3294&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
18_102,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-102-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1106718,https://www.senato.it/service/PDF/PDFServer/BGT/1106718.pdf,2019-03-26,18,102,https://senato-vod.morescreens.com/vod_hls/680230827_20190326_1200_aula_seduta_102.mp4/playlist.m3u8?id=680230827&video_id=12421&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_649,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-649,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=981880,https://www.senato.it/service/PDF/PDFServer/BGT/981880.pdf,2016-06-29,17,649,https://senato-vod.morescreens.com/vod_hls/833376993_20160629_0930_aula_seduta_649_2.mp4/playlist.m3u8?id=833376993&video_id=5001&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
19_138,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-138-1,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1401807,https://www.senato.it/service/PDF/PDFServer/BGT/1401807.pdf,2023-12-19,19,138,"https://senato-vod.morescreens.com/vod_hls/20231219_1600_aula_seduta_138_1080p_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_6581f2ba2d90f9.03257114&video_id=24835&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
17_453,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-453,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=916009,https://www.senato.it/service/PDF/PDFServer/BGT/916009.pdf,2015-05-20,17,453,"https://senato-vod.morescreens.com/vod_hls/seduta_453_20150520_,100k,300k,600k,.mp4.urlset/playlist.m3u8?id=&video_id=3288&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
18_101,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-101-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1106398,https://www.senato.it/service/PDF/PDFServer/BGT/1106398.pdf,2019-03-21,18,101,"https://senato-vod.morescreens.com/vod_hls/1739523739_20190321_0930_aula_seduta_101_,300k,500k,.mp4.urlset/playlist.m3u8?id=1739523739&video_id=12410&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
17_648,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-648,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=981722,https://www.senato.it/service/PDF/PDFServer/BGT/981722.pdf,2016-06-28,17,648,https://senato-vod.morescreens.com/vod_hls/341817267_20160628_1630_aula_seduta_648.mp4/playlist.m3u8?id=341817267&video_id=4986&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
19_137,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-137-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1400437,https://www.senato.it/service/PDF/PDFServer/BGT/1400437.pdf,2023-12-18,19,137,"https://senato-vod.morescreens.com/vod_hls/20231218_1630_aula_seduta_137_1080p_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_65806d06b66df8.99499479&video_id=24819&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
17_452,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-452,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=915949,https://www.senato.it/service/PDF/PDFServer/BGT/915949.pdf,2015-05-19,17,452,"https://senato-vod.morescreens.com/vod_hls/seduta_452_20150519_,100k,300k,600k,.mp4.urlset/playlist.m3u8?id=&video_id=3286&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
18_100,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-100-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1106321,https://www.senato.it/service/PDF/PDFServer/BGT/1106321.pdf,2019-03-20,18,100,https://senato-vod.morescreens.com/vod_hls/216427423_20190320_0900_aula_seduta_100.mp4/playlist.m3u8?id=216427423&video_id=12407&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_647,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-647,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=981712,https://www.senato.it/service/PDF/PDFServer/BGT/981712.pdf,2016-06-28,17,647,https://senato-vod.morescreens.com/vod_hls/303971276_20160628_0930_aula_seduta_647.mp4/playlist.m3u8?id=303971276&video_id=4968&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
19_136,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-136-1,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1399619,https://www.senato.it/service/PDF/PDFServer/BGT/1399619.pdf,2023-12-13,19,136,"https://senato-vod.morescreens.com/vod_hls/20231213_0930_aula_seduta_136_1080p_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_6579ae8c09ace0.56429617&video_id=24755&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
17_451,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-451,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=914604,https://www.senato.it/service/PDF/PDFServer/BGT/914604.pdf,2015-05-14,17,451,"https://senato-vod.morescreens.com/vod_hls/seduta_451_20150514_,300k,300k,.mp4.urlset/playlist.m3u8?id=&video_id=3274&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
18_99,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-99-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1106315,https://www.senato.it/service/PDF/PDFServer/BGT/1106315.pdf,2019-03-19,18,99,https://senato-vod.morescreens.com/vod_hls/877023971_20190319_1530_aula_seduta_99.mp4/playlist.m3u8?id=877023971&video_id=12401&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_646,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-646,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=980915,https://www.senato.it/service/PDF/PDFServer/BGT/980915.pdf,2016-06-27,17,646,https://senato-vod.morescreens.com/vod_hls/1575878961_20160627_1100_aula_seduta_646.mp4/playlist.m3u8?id=1575878961&video_id=4962&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_450,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-450,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=914597,https://www.senato.it/service/PDF/PDFServer/BGT/914597.pdf,2015-05-14,17,450,"https://senato-vod.morescreens.com/vod_hls/seduta_450_20150514_,100k,300k,600k,.mp4.urlset/playlist.m3u8?id=&video_id=3272&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
19_135,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-135-1,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1399476,https://www.senato.it/service/PDF/PDFServer/BGT/1399476.pdf,2023-12-12,19,135,"https://senato-vod.morescreens.com/vod_hls/20231212_1600_aula_seduta_135_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_657895ddbbf122.28827120&video_id=24735&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
18_98,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-98-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1105852,https://www.senato.it/service/PDF/PDFServer/BGT/1105852.pdf,2019-03-07,18,98,https://senato-vod.morescreens.com/vod_hls/1930249612_20190307_0930_aula_seduta_98.mp4/playlist.m3u8?id=1930249612&video_id=12286&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_645,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-645,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=980668,https://www.senato.it/service/PDF/PDFServer/BGT/980668.pdf,2016-06-23,17,645,https://senato-vod.morescreens.com/vod_hls/1200427346_20160623_1600_aula_seduta_645.mp4/playlist.m3u8?id=1200427346&video_id=4953&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_449,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-449,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=914555,https://www.senato.it/service/PDF/PDFServer/BGT/914555.pdf,2015-05-13,17,449,"https://senato-vod.morescreens.com/vod_hls/seduta_449_20150513_,100k,300k,600k,.mp4.urlset/playlist.m3u8?id=&video_id=3271&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
19_134,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-134-1,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1399199,https://www.senato.it/service/PDF/PDFServer/BGT/1399199.pdf,2023-12-07,19,134,"https://senato-vod.morescreens.com/vod_hls/20231207_0930_aula_seduta_134_,360p,480p,576p,720p,1080p,.mp4.urlset/playlist.m3u8?id=video_6571d308f1f096.45500779&video_id=24681&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
18_97,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-97-0,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1105808,https://www.senato.it/service/PDF/PDFServer/BGT/1105808.pdf,2019-03-06,18,97,https://senato-vod.morescreens.com/vod_hls/1469501429_20190306_0930_aula_seduta_97.mp4/playlist.m3u8?id=1469501429&video_id=12270&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_644,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-644,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=980630,https://www.senato.it/service/PDF/PDFServer/BGT/980630.pdf,2016-06-23,17,644,https://senato-vod.morescreens.com/vod_hls/1939856565_20160623_0930_aula_seduta_644.mp4/playlist.m3u8?id=1939856565&video_id=4944&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx
17_448,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-448,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=17&id=914510,https://www.senato.it/service/PDF/PDFServer/BGT/914510.pdf,2015-05-13,17,448,"https://senato-vod.morescreens.com/vod_hls/seduta_448_20150513_,100k,300k,600k,.mp4.urlset/playlist.m3u8?id=&video_id=3268&token=&authority_instance_id=empty&profile_id=empty&application_installation_id=empty&uuid=empty&subscriber_id=empty&application_id=empty&detected_delivery_method=hls&playlist_template=nginx"
